ProjectID,ProjectAKA,OrganizationName,ProjectName,TargetPop,ProjectCountyServed,ProjectAreaServed,ProjectHours,ProjectTelNo,OrgLink,CoCCode,Addresses,City
2007,St. Vincent de Paul of Dayton,St. Vincent De Paul,Montgomery - St. Vincent de Paul of Dayton - AP,Veterans,Shelby,SSVF St Vincent De Paul Council of Dayton,"Mon - Fri, 8:00am - 5:00pm",937-222-0403,<a href='https://stvincentdayton.org/' target='_blank'>St. Vincent de Paul of Dayton</a><small> (#2007)</small>,OH-507,1133 S Edwin C Moses Blvd Suite 285,"Dayton, OH 45417"
2008,Urban Mission,"The Urban Mission Ministries, Inc.",Jefferson - Urban Mission Dormitory - AP,General,Jefferson,Homeless Planning Region 06,24/7,740-283-1621,<a href='https://www.urbanmission.org/' target='_blank'>Urban Mission</a><small> (#2008)</small>,OH-507,142 N 6th St,"Steubenville, OH 43952"
2009,Lancaster Fairfield CAA,Community Action Program Commission of the Lancaster Fairfield County Area,Fairfield - Lancaster Fairfield CAA - Lancaster Fairfield CAA Family Shelter - AP,General,Fairfield,Homeless Planning Region 09,"Mon - Fri, 8:00am - 4:00pm",740-653-4146,<a href='https://www.faircaa.org/' target='_blank'>Lancaster Fairfield CAA</a><small> (#2009)</small>,OH-507,1743 E. Main Street,"Lancaster, OH 43130"
2010,Salvation Army of Newark Ohio,Licking - The Salvation Army,Licking - Salvation Army Licking County - AP,General,Licking,Homeless Planning Region 09,"Mon - Fri, 8:30am - 4:00pm",740-345-8120,<a href='https://neo.salvationarmy.org/northeastohio/newark' target='_blank'>Salvation Army of Newark Ohio</a><small> (#2010)</small>,OH-507,250 E Main St,"Newark, OH 43055"
2011,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Athens - Integrated Services - AP,General,Athens,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-594-6807,<a href='https://integratedservice.org/' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2011)</small>,OH-507,11 Graham Dr,"Athens, OH 45701"
2012,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Gallia - Integrated Services - AP,General,Gallia,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-702-2637,<a href='https://integratedservice.org' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2012)</small>,OH-507,1591 State Rt 160,"Gallipolis, OH 45631"
2013,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Hocking - Integrated Services - AP,General,Hocking,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-216-4093,<a href='https://integratedservice.org' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2013)</small>,OH-507,33 W 2nd St,"Logan, OH 43138"
2014,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Jackson - Integrated Services - AP,General,Jackson,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-577-3033,<a href='https://integratedservice.org/' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2014)</small>,OH-507,151 E Main St,"Jackson, OH 45640"
2015,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Meigs - Integrated Services - AP,General,Meigs,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-444-5895,<a href='https://integratedservice.org' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2015)</small>,OH-507,150 B Mill St,"Middleport, OH 45760"
2016,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Perry - Integrated Services - AP,General,Perry,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-343-4545,<a href='https://integratedservice.org' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2016)</small>,OH-507,117 N Main St,"New Lexington, OH 43764"
2017,Integrated Services for Behavioral Health,Integrated Services for Behavioral Health,Vinton - Integrated Services - AP,General,Vinton,Homeless Planning Region 17,"Mon - Fri, 9:00am - 5:00pm",740-596-7908,<a href='https://integratedservice.org' target='_blank'>Integrated Services for Behavioral Health</a><small> (#2017)</small>,OH-507,314 W Main St,"Mc Arthur, OH 45651"
2019,KnoHoCo Ashland CAC,Kno-Ho-Co-Ashland Community Action Commission,Coshocton - KnoHoCo Ashland CAC - AP,General,Coshocton,Homeless Planning Region 09,"Mon - Fri, 8:00am - 4:30pm",740-393-3545 x1,<a href='http://www.knohoco.org/' target='_blank'>KnoHoCo Ashland CAC</a><small> (#2019)</small>,OH-507,309 S Main St,"Mount Vernon, OH 43050"
2019,KnoHoCo Ashland CAC,Kno-Ho-Co-Ashland Community Action Commission,Coshocton - KnoHoCo Ashland CAC - AP,General,Holmes,Homeless Planning Region 09,"Mon - Fri, 8:00am - 4:30pm",740-393-3545 x1,<a href='http://www.knohoco.org/' target='_blank'>KnoHoCo Ashland CAC</a><small> (#2019)</small>,OH-507,309 S Main St,"Mount Vernon, OH 43050"
2019,KnoHoCo Ashland CAC,Kno-Ho-Co-Ashland Community Action Commission,Coshocton - KnoHoCo Ashland CAC - AP,General,Knox,Homeless Planning Region 09,"Mon - Fri, 8:00am - 4:30pm",740-393-3545 x1,<a href='http://www.knohoco.org/' target='_blank'>KnoHoCo Ashland CAC</a><small> (#2019)</small>,OH-507,309 S Main St,"Mount Vernon, OH 43050"
2020,First Call for Help Seneca County,First Step,Seneca - First Call - AP,General,Seneca,Homeless Planning Region 02,"Mon - Fri, 8:00am - 5:00pm",419-448-0355,<a href='http://tiffin-seneca-unitedway.org/first-call-for-help/' target='_blank'>First Call for Help Seneca County</a><small> (#2020)</small>,OH-507,201 S Washington St,"Tiffin, OH 44883"
2021,Great Lakes Community Action Partnership,Great Lakes Community Action Partnership,Ottawa - GLCAP - AP,General,Ottawa,Homeless Planning Region 02,"Mon - Fri, 9:00am - 4:30pm",419-734-2652,<a href='https://www.glcap.org/' target='_blank'>Great Lakes Community Action Partnership</a><small> (#2021)</small>,OH-507,"1848 E. Perry St., Ste. 60","Port Clinton, OH 43452"
2022,Great Lakes Community Action Partnership,Great Lakes Community Action Partnership,Seneca - GLCAP - AP,General,Seneca,Homeless Planning Region 02,"Mon - Fri, 8:00am - 4:30pm",419-435-4884,<a href='https://www.glcap.org/' target='_blank'>Great Lakes Community Action Partnership</a><small> (#2022)</small>,OH-507,801 Kirk St,"Fostoria, OH 44830"
2023,Great Lakes Community Action Partnership,Great Lakes Community Action Partnership,Wood - GLCAP - AP,General,Wood,Homeless Planning Region 02,"Mon - Fri, 8:00am - 4:30pm",419-353-7407,<a href='https://www.glcap.org/' target='_blank'>Great Lakes Community Action Partnership</a><small> (#2023)</small>,OH-507,812 North College Drive,"Bowling Green, OH 43402"
2024,OneEighty,"OneEighty, Inc.",Wayne - One Eighty - AP,General,Wayne,Homeless Planning Region 04,"Mon - Fri, 8:00am - 4:30pm",330-264-8498,<a href='https://www.one-eighty.org/' target='_blank'>OneEighty</a><small> (#2024)</small>,OH-507,104 Spink St.,"Wooster, OH 44691"
2025,Forbes House,Forbes House,Lake - Forbes House - DV - AP,General,Lake,Homeless Planning Region 05,Hotilne 24/7,440-357-1018,<a href='https://forbeshouse.org/' target='_blank'>Forbes House</a><small> (#2025)</small>,OH-507,NA,"Painesville, OH 44077"
2026,Frontline Service,FrontLine Service,Ashtabula - FrontLine Service - AP,Veterans,Ashtabula,Homeless Planning Region 05,"Mon - Fri, 8:00am - 8:00pm",216-674-6700,<a href='https://www.frontlineservice.org' target='_blank'>Frontline Service</a><small> (#2026)</small>,OH-507,1736 Superior Ave,"Cleveland, OH 44114"
2026,Frontline Service,FrontLine Service,Ashtabula - FrontLine Service - AP,Veterans,Lake,Homeless Planning Region 05,"Mon - Fri, 8:00am - 8:00pm",216-674-6700,<a href='https://www.frontlineservice.org' target='_blank'>Frontline Service</a><small> (#2026)</small>,OH-507,1736 Superior Ave,"Cleveland, OH 44114"
2026,Frontline Service,FrontLine Service,Ashtabula - FrontLine Service - AP,Veterans,Ashtabula,SSVF Frontline Services,"Mon - Fri, 8:00am - 8:00pm",216-674-6700,<a href='https://www.frontlineservice.org' target='_blank'>Frontline Service</a><small> (#2026)</small>,OH-507,1736 Superior Ave,"Cleveland, OH 44114"
2026,Frontline Service,FrontLine Service,Ashtabula - FrontLine Service - AP,Veterans,Lake,SSVF Frontline Services,"Mon - Fri, 8:00am - 8:00pm",216-674-6700,<a href='https://www.frontlineservice.org' target='_blank'>Frontline Service</a><small> (#2026)</small>,OH-507,1736 Superior Ave,"Cleveland, OH 44114"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,General,Fairfield,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Adams,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Brown,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fayette,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fairfield,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Highland,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Hocking,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Perry,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Pickaway,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Ross,Homeless Planning Region 03,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,General,Fairfield,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Adams,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Brown,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fayette,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fairfield,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Highland,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Hocking,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Perry,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Pickaway,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Ross,Homeless Planning Region 09,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,General,Fairfield,Homeless Planning Region 16,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Adams,Homeless Planning Region 16,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Brown,Homeless Planning Region 16,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
2027,Faith Mission of Fairfield County (Lutheran Social Services),Fairfield - LSS of Fairfield County - SSVF Grant,Fairfield - LSS of Fairfield County - AP,Veterans,Fayette,Homeless Planning Region 16,"Mon - Thur, 8:00am - 5:00pm, Fri, 8:00am - 4:30pm",740-653-2265,<a href='https://lssnetworkofhope.org/faithmissionfc/' target='_blank'>Faith Mission of Fairfield County (Lutheran Social Services)</a><small> (#2027)</small>,OH-507,1681 E. Main Street,"Lancaster, OH 43130"
